instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,if_average
6748,4,0,10,17,0,4,1,1,0.62,0.5758,0.83,0.2537,47,432,479,1
6749,4,0,10,18,0,4,1,1,0.62,0.5758,0.83,0.2537,20,248,268,1
6750,4,0,10,19,0,4,1,1,0.62,0.5758,0.83,0.1642,18,187,205,1
6751,4,0,10,20,0,4,1,0,0.62,0.5758,0.83,0.2836,15,166,181,0
6752,4,0,10,21,0,4,1,0,0.62,0.5758,0.83,0.194,8,115,123,0
6753,4,0,10,22,0,4,1,0,0.62,0.5758,0.83,0.194,13,101,114,0
6754,4,0,10,23,0,4,1,1,0.58,0.5455,0.88,0.194,2,45,47,0
6755,4,0,10,0,0,5,1,0,0.58,0.5455,0.94,0.0896,10,29,39,0
6756,4,0,10,1,0,5,1,0,0.58,0.5455,0.94,0.1343,8,16,24,0
6757,4,0,10,2,0,5,1,0,0.56,0.5303,0.94,0.1642,0,6,6,0
6758,4,0,10,3,0,5,1,0,0.56,0.5303,0.94,0.1343,1,6,7,0
6759,4,0,10,4,0,5,1,0,0.56,0.5303,0.94,0.194,0,8,8,0
6760,4,0,10,5,0,5,1,1,0.56,0.5303,0.94,0.1642,0,17,17,0
6761,4,0,10,6,0,5,1,1,0.56,0.5303,0.88,0.194,4,90,94,0
6762,4,0,10,7,0,5,1,1,0.56,0.5303,0.88,0.194,10,137,147,0
6763,4,0,10,8,0,5,1,1,0.56,0.5303,0.9,0.1642,23,186,209,1
6764,4,0,10,9,0,5,1,1,0.56,0.5303,0.94,0.2239,16,164,180,0
6765,4,0,10,10,0,5,1,1,0.54,0.5152,0.88,0.3582,17,108,125,0
6766,4,0,10,11,0,5,1,1,0.52,0.5,0.88,0.1642,11,76,87,0
6767,4,0,10,12,0,5,1,1,0.52,0.5,0.88,0.1642,13,62,75,0
6768,4,0,10,13,0,5,1,0,0.56,0.5303,0.73,0.3582,18,114,132,0
6769,4,0,10,14,0,5,1,0,0.62,0.6212,0.43,0.3582,37,119,156,0
6770,4,0,10,15,0,5,1,0,0.62,0.6212,0.43,0.2836,61,169,230,1
6771,4,0,10,16,0,5,1,0,0.6,0.6212,0.43,0.2239,80,264,344,1
6772,4,0,10,17,0,5,1,0,0.58,0.5455,0.46,0.4179,55,426,481,1
6773,4,0,10,18,0,5,1,0,0.54,0.5152,0.39,0.2836,62,361,423,1
6774,4,0,10,19,0,5,1,0,0.54,0.5152,0.39,0.3284,27,221,248,1
6775,4,0,10,20,0,5,1,0,0.52,0.5,0.42,0.194,19,177,196,1
6776,4,0,10,21,0,5,1,0,0.5,0.4848,0.45,0.194,22,156,178,0
6777,4,0,10,22,0,5,1,0,0.46,0.4545,0.59,0.2239,20,123,143,0
6778,4,0,10,23,0,5,1,0,0.46,0.4545,0.59,0.1642,15,80,95,0
6779,4,0,10,0,0,6,0,0,0.46,0.4545,0.55,0.1045,18,88,106,0
6780,4,0,10,1,0,6,0,0,0.46,0.4545,0.55,0.2537,9,64,73,0
6781,4,0,10,2,0,6,0,0,0.46,0.4545,0.59,0.194,17,39,56,0
6782,4,0,10,3,0,6,0,0,0.44,0.4394,0.62,0.194,5,18,23,0
6783,4,0,10,4,0,6,0,0,0.42,0.4242,0.67,0.1343,0,6,6,0
6784,4,0,10,5,0,6,0,0,0.42,0.4242,0.71,0.1642,1,6,7,0
6785,4,0,10,6,0,6,0,0,0.4,0.4091,0.71,0,5,15,20,0
6786,4,0,10,7,0,6,0,0,0.4,0.4091,0.76,0.1045,17,40,57,0
6787,4,0,10,8,0,6,0,0,0.46,0.4545,0.59,0.2836,24,101,125,0
6788,4,0,10,9,0,6,0,0,0.52,0.5,0.48,0.2985,50,157,207,1
6789,4,0,10,10,0,6,0,0,0.54,0.5152,0.45,0.4478,115,207,322,1
6790,4,0,10,11,0,6,0,0,0.56,0.5303,0.4,0.3881,153,221,374,1
6791,4,0,10,12,0,6,0,0,0.58,0.5455,0.35,0.5522,195,261,456,1
6792,4,0,10,13,0,6,0,0,0.6,0.6212,0.35,0.4627,171,223,394,1
6793,4,0,10,14,0,6,0,0,0.6,0.6212,0.33,0.4627,242,230,472,1
6794,4,0,10,15,0,6,0,0,0.62,0.6212,0.31,0.4925,166,211,377,1
6795,4,0,10,16,0,6,0,0,0.62,0.6212,0.29,0.3881,179,264,443,1
6796,4,0,10,17,0,6,0,0,0.58,0.5455,0.32,0.2836,177,264,441,1
6797,4,0,10,18,0,6,0,0,0.54,0.5152,0.39,0.194,121,251,372,1
6798,4,0,10,19,0,6,0,0,0.5,0.4848,0.51,0.1343,61,177,238,1
6799,4,0,10,20,0,6,0,0,0.5,0.4848,0.48,0.1343,42,137,179,0
6800,4,0,10,21,0,6,0,0,0.5,0.4848,0.42,0.2239,53,115,168,0
6801,4,0,10,22,0,6,0,0,0.5,0.4848,0.36,0.1343,45,121,166,0
6802,4,0,10,23,0,6,0,0,0.48,0.4697,0.41,0.1642,33,102,135,0
6803,4,0,10,0,0,0,0,0,0.46,0.4545,0.44,0.1343,22,85,107,0
6804,4,0,10,1,0,0,0,0,0.44,0.4394,0.47,0.1343,13,64,77,0
6805,4,0,10,2,0,0,0,0,0.42,0.4242,0.54,0.1343,13,52,65,0
6806,4,0,10,3,0,0,0,0,0.42,0.4242,0.54,0.1343,11,31,42,0
6807,4,0,10,4,0,0,0,0,0.42,0.4242,0.54,0.194,5,7,12,0
6808,4,0,10,5,0,0,0,0,0.42,0.4242,0.54,0.1642,1,6,7,0
6809,4,0,10,6,0,0,0,0,0.38,0.3939,0.66,0.1642,3,7,10,0
6810,4,0,10,7,0,0,0,0,0.4,0.4091,0.62,0.1343,9,39,48,0
6811,4,0,10,8,0,0,0,0,0.44,0.4394,0.62,0.194,28,71,99,0
6812,4,0,10,9,0,0,0,0,0.5,0.4848,0.45,0.2239,39,151,190,1
6813,4,0,10,10,0,0,0,0,0.54,0.5152,0.45,0.2537,121,226,347,1
6814,4,0,10,11,0,0,0,0,0.56,0.5303,0.35,0.2836,159,218,377,1
6815,4,0,10,12,0,0,0,0,0.58,0.5455,0.35,0.2537,167,277,444,1
6816,4,0,10,13,0,0,0,0,0.6,0.6212,0.35,0.2985,169,269,438,1
6817,4,0,10,14,0,0,0,0,0.6,0.6212,0.4,0.2985,204,258,462,1
6818,4,0,10,15,0,0,0,0,0.62,0.6212,0.35,0.3881,182,230,412,1
6819,4,0,10,16,0,0,0,0,0.6,0.6212,0.46,0.3881,177,289,466,1
6820,4,0,10,17,0,0,0,0,0.58,0.5455,0.49,0.4627,152,253,405,1
6821,4,0,10,18,0,0,0,0,0.56,0.5303,0.49,0.4478,102,226,328,1
6822,4,0,10,19,0,0,0,0,0.54,0.5152,0.52,0.3881,52,181,233,1
6823,4,0,10,20,0,0,0,0,0.54,0.5152,0.52,0.4627,49,129,178,0
6824,4,0,10,21,0,0,0,0,0.54,0.5152,0.52,0.3881,14,88,102,0
6825,4,0,10,22,0,0,0,0,0.56,0.5303,0.49,0.4179,42,88,130,0
6826,4,0,10,23,0,0,0,0,0.56,0.5303,0.52,0.4179,14,48,62,0
6827,4,0,10,0,0,1,1,0,0.54,0.5152,0.56,0.3284,12,25,37,0
6828,4,0,10,1,0,1,1,0,0.56,0.5303,0.54,0.3881,2,15,17,0
6829,4,0,10,2,0,1,1,0,0.56,0.5303,0.54,0.3881,4,3,7,0
6830,4,0,10,3,0,1,1,0,0.56,0.5303,0.49,0.194,0,2,2,0
6831,4,0,10,4,0,1,1,0,0.52,0.5,0.59,0.1642,2,3,5,0
6832,4,0,10,5,0,1,1,0,0.5,0.4848,0.63,0.2985,1,28,29,0
6833,4,0,10,6,0,1,1,0,0.5,0.4848,0.55,0.2537,7,107,114,0
6834,4,0,10,7,0,1,1,1,0.5,0.4848,0.55,0.1642,10,299,309,1
6835,4,0,10,8,0,1,1,1,0.5,0.4848,0.51,0.2537,33,381,414,1
6836,4,0,10,9,0,1,1,1,0.5,0.4848,0.45,0.2836,26,180,206,1
6837,4,0,10,10,0,1,1,0,0.52,0.5,0.45,0.1642,43,92,135,0
6838,4,0,10,11,0,1,1,0,0.56,0.5303,0.43,0,35,131,166,0
6839,4,0,10,12,0,1,1,0,0.56,0.5303,0.4,0.0896,39,166,205,1
6840,4,0,10,13,0,1,1,0,0.56,0.5303,0.46,0.0896,49,156,205,1
6841,4,0,10,14,0,1,1,0,0.58,0.5455,0.49,0.194,44,122,166,0
6842,4,0,10,15,0,1,1,0,0.56,0.5303,0.6,0.2537,66,142,208,1
6843,4,0,10,16,0,1,1,0,0.58,0.5455,0.56,0.2537,64,238,302,1
6844,4,0,10,17,0,1,1,0,0.56,0.5303,0.64,0.1343,80,540,620,1
6845,4,0,10,18,0,1,1,0,0.56,0.5303,0.6,0,49,469,518,1
6846,4,0,10,19,0,1,1,0,0.54,0.5152,0.68,0.1045,45,288,333,1
6847,4,0,10,20,0,1,1,0,0.52,0.5,0.77,0.1045,40,189,229,1
6848,4,0,10,21,0,1,1,0,0.5,0.4848,0.77,0.1045,36,141,177,0
6849,4,0,10,22,0,1,1,0,0.5,0.4848,0.77,0,16,88,104,0
6850,4,0,10,23,0,1,1,1,0.48,0.4697,0.88,0,10,52,62,0
6851,4,0,10,0,0,2,1,0,0.48,0.4697,0.82,0,8,23,31,0
6852,4,0,10,1,0,2,1,1,0.46,0.4545,0.88,0,4,7,11,0
6853,4,0,10,2,0,2,1,0,0.44,0.4394,0.94,0.0896,1,4,5,0
6854,4,0,10,3,0,2,1,0,0.44,0.4394,0.94,0.0896,0,1,1,0
6855,4,0,10,4,0,2,1,1,0.44,0.4394,0.94,0.1045,0,4,4,0
6856,4,0,10,5,0,2,1,1,0.46,0.4545,0.88,0,2,19,21,0
6857,4,0,10,6,0,2,1,0,0.46,0.4545,0.82,0.0896,4,105,109,0
6858,4,0,10,7,0,2,1,0,0.46,0.4545,0.88,0.0896,15,326,341,1
6859,4,0,10,8,0,2,1,0,0.5,0.4848,0.77,0.0896,25,474,499,1
6860,4,0,10,9,0,2,1,1,0.52,0.5,0.77,0.0896,29,198,227,1
6861,4,0,10,10,0,2,1,1,0.56,0.5303,0.68,0,27,75,102,0
6862,4,0,10,11,0,2,1,1,0.6,0.6212,0.49,0.1045,35,112,147,0
6863,4,0,10,12,0,2,1,1,0.62,0.6212,0.43,0.0896,42,159,201,1
6864,4,0,10,13,0,2,1,1,0.64,0.6212,0.38,0.194,48,171,219,1
6865,4,0,10,14,0,2,1,1,0.62,0.6212,0.41,0.1642,32,137,169,0
6866,4,0,10,15,0,2,1,0,0.62,0.6212,0.5,0.194,66,139,205,1
6867,4,0,10,16,0,2,1,0,0.62,0.6212,0.57,0.2537,58,246,304,1
6868,4,0,10,17,0,2,1,0,0.6,0.6061,0.6,0.1343,72,553,625,1
6869,4,0,10,18,0,2,1,0,0.56,0.5303,0.68,0.1045,58,512,570,1
6870,4,0,10,19,0,2,1,0,0.56,0.5303,0.6,0.1045,31,286,317,1
6871,4,0,10,20,0,2,1,0,0.54,0.5152,0.64,0.1642,23,204,227,1
6872,4,0,10,21,0,2,1,1,0.54,0.5152,0.68,0.1343,28,178,206,1
6873,4,0,10,22,0,2,1,1,0.52,0.5,0.77,0.1642,22,115,137,0
6874,4,0,10,23,0,2,1,1,0.52,0.5,0.77,0.194,7,63,70,0
6875,4,0,10,0,0,3,1,1,0.52,0.5,0.77,0.194,11,23,34,0
6876,4,0,10,1,0,3,1,1,0.52,0.5,0.77,0.194,7,9,16,0
6877,4,0,10,2,0,3,1,1,0.52,0.5,0.77,0.194,1,6,7,0
6878,4,0,10,4,0,3,1,1,0.5,0.4848,0.94,0.194,0,3,3,0
6879,4,0,10,5,0,3,1,1,0.5,0.4848,1,0.1045,0,3,3,0
6880,4,0,10,6,0,3,1,1,0.52,0.5,0.83,0.2537,3,28,31,0
6881,4,0,10,7,0,3,1,1,0.52,0.5,0.77,0.2537,1,67,68,0
6882,4,0,10,8,0,3,1,1,0.54,0.5152,0.7,0.4925,10,200,210,1
6883,4,0,10,9,0,3,1,1,0.52,0.5,0.88,0.4925,17,185,202,1
6884,4,0,10,10,0,3,1,1,0.52,0.5,0.88,0.4925,14,109,123,0
6885,4,0,10,11,0,3,1,1,0.52,0.5,0.94,0.2537,33,116,149,0
6886,4,0,10,12,0,3,1,1,0.52,0.5,0.94,0.3284,13,117,130,0
6887,4,0,10,13,0,3,1,1,0.54,0.5152,0.94,0.2836,20,86,106,0
6888,4,0,10,14,0,3,1,1,0.54,0.5152,0.94,0.1642,17,80,97,0
6889,4,0,10,15,0,3,1,1,0.54,0.5152,1,0.1343,21,99,120,0
6890,4,0,10,16,0,3,1,1,0.56,0.5303,0.94,0.1642,21,180,201,1
6891,4,0,10,17,0,3,1,1,0.56,0.5303,0.94,0.1642,11,170,181,0
6892,4,0,10,18,0,3,1,1,0.56,0.5303,1,0.1642,8,132,140,0
6893,4,0,10,19,0,3,1,1,0.6,0.5455,0.88,0.1343,8,189,197,1
6894,4,0,10,20,0,3,1,1,0.6,0.5152,0.94,0.0896,5,140,145,0
6895,4,0,10,21,0,3,1,1,0.58,0.5455,0.94,0.1343,6,79,85,0
6896,4,0,10,22,0,3,1,1,0.58,0.5455,0.94,0.3582,13,94,107,0
6897,4,0,10,23,0,3,1,1,0.58,0.5455,0.94,0.3582,14,55,69,0
6898,4,0,10,0,0,4,1,0,0.56,0.5303,0.94,0.2985,4,22,26,0
6899,4,0,10,1,0,4,1,0,0.56,0.5303,0.88,0.3582,4,11,15,0
6900,4,0,10,2,0,4,1,0,0.56,0.5303,0.88,0.4478,0,4,4,0
6901,4,0,10,3,0,4,1,0,0.5,0.4848,0.82,0.4627,0,1,1,0
6902,4,0,10,4,0,4,1,0,0.5,0.4848,0.82,0.4627,2,6,8,0
6903,4,0,10,5,0,4,1,0,0.48,0.4697,0.82,0.3582,2,24,26,0
6904,4,0,10,6,0,4,1,0,0.44,0.4394,0.82,0.4179,5,87,92,0
6905,4,0,10,7,0,4,1,0,0.42,0.4242,0.77,0.4478,15,303,318,1
6906,4,0,10,8,0,4,1,0,0.44,0.4394,0.67,0.5224,17,409,426,1
6907,4,0,10,9,0,4,1,0,0.44,0.4394,0.67,0.5821,26,197,223,1
6908,4,0,10,10,0,4,1,0,0.46,0.4545,0.59,0.4478,25,105,130,0
6909,4,0,10,11,0,4,1,0,0.48,0.4697,0.55,0.5224,30,99,129,0
6910,4,0,10,12,0,4,1,0,0.48,0.4697,0.48,0.5224,28,171,199,1
6911,4,0,10,13,0,4,1,0,0.5,0.4848,0.45,0.5821,28,136,164,0
6912,4,0,10,14,0,4,1,1,0.48,0.4697,0.48,0.5522,38,117,155,0
6913,4,0,10,15,0,4,1,1,0.48,0.4697,0.51,0.4478,22,138,160,0
6914,4,0,10,16,0,4,1,1,0.48,0.4697,0.51,0.4478,31,203,234,1
6915,4,0,10,17,0,4,1,1,0.48,0.4697,0.48,0.3881,56,438,494,1
6916,4,0,10,18,0,4,1,1,0.46,0.4545,0.51,0.2985,39,430,469,1
6917,4,0,10,19,0,4,1,0,0.46,0.4545,0.51,0.3582,20,278,298,1
6918,4,0,10,20,0,4,1,1,0.46,0.4545,0.51,0.3284,34,207,241,1
6919,4,0,10,21,0,4,1,0,0.44,0.4394,0.51,0.2985,16,149,165,0
6920,4,0,10,22,0,4,1,0,0.44,0.4394,0.51,0.3284,22,106,128,0
6921,4,0,10,23,0,4,1,0,0.42,0.4242,0.58,0.2537,7,83,90,0
6922,4,0,10,0,0,5,1,0,0.4,0.4091,0.62,0.2537,8,42,50,0
6923,4,0,10,1,0,5,1,0,0.4,0.4091,0.62,0.2239,7,19,26,0
6924,4,0,10,2,0,5,1,0,0.38,0.3939,0.66,0.1642,6,12,18,0
6925,4,0,10,3,0,5,1,0,0.36,0.3485,0.71,0.1343,0,7,7,0
6926,4,0,10,4,0,5,1,0,0.36,0.3485,0.71,0.1642,0,6,6,0
6927,4,0,10,5,0,5,1,0,0.34,0.3333,0.76,0.194,0,31,31,0
6928,4,0,10,6,0,5,1,0,0.36,0.3485,0.71,0.1642,7,78,85,0
6929,4,0,10,7,0,5,1,0,0.36,0.3485,0.71,0.1642,5,228,233,1
6930,4,0,10,8,0,5,1,0,0.4,0.4091,0.62,0.194,16,386,402,1
6931,4,0,10,9,0,5,1,1,0.42,0.4242,0.58,0.1343,33,189,222,1
6932,4,0,10,10,0,5,1,0,0.46,0.4545,0.51,0.1642,32,106,138,0
6933,4,0,10,11,0,5,1,0,0.5,0.4848,0.45,0.2239,39,135,174,0
6934,4,0,10,12,0,5,1,0,0.5,0.4848,0.45,0.2985,47,193,240,1
6935,4,0,10,13,0,5,1,0,0.48,0.4697,0.48,0.3284,43,163,206,1
6936,4,0,10,14,0,5,1,0,0.52,0.5,0.42,0.2985,67,131,198,1
6937,4,0,10,15,0,5,1,0,0.5,0.4848,0.45,0.2836,57,178,235,1
6938,4,0,10,16,0,5,1,0,0.5,0.4848,0.45,0.2537,60,242,302,1
6939,4,0,10,17,0,5,1,1,0.46,0.4545,0.51,0.2537,79,445,524,1
6940,4,0,10,18,0,5,1,1,0.44,0.4394,0.54,0.2537,43,354,397,1
6941,4,0,10,19,0,5,1,1,0.44,0.4394,0.54,0.3881,25,228,253,1
6942,4,0,10,20,0,5,1,1,0.44,0.4394,0.54,0.2239,29,155,184,0
6943,4,0,10,21,0,5,1,0,0.42,0.4242,0.58,0.1642,31,112,143,0
6944,4,0,10,22,0,5,1,0,0.42,0.4242,0.54,0.1642,24,89,113,0
6945,4,0,10,23,0,5,1,0,0.4,0.4091,0.62,0.2239,18,99,117,0
6946,4,0,10,0,0,6,0,0,0.4,0.4091,0.62,0.194,16,80,96,0
6947,4,0,10,1,0,6,0,0,0.4,0.4091,0.62,0.194,20,50,70,0
6948,4,0,10,2,0,6,0,0,0.4,0.4091,0.62,0.2537,6,25,31,0
6949,4,0,10,3,0,6,0,0,0.4,0.4091,0.62,0.1343,1,19,20,0
6950,4,0,10,4,0,6,0,0,0.38,0.3939,0.66,0.0896,4,4,8,0
6951,4,0,10,5,0,6,0,0,0.38,0.3939,0.66,0,1,7,8,0
6952,4,0,10,6,0,6,0,0,0.36,0.3788,0.71,0,1,17,18,0
6953,4,0,10,7,0,6,0,0,0.36,0.3636,0.76,0.1045,8,49,57,0
6954,4,0,10,8,0,6,0,0,0.4,0.4091,0.71,0,26,88,114,0
6955,4,0,10,9,0,6,0,0,0.42,0.4242,0.67,0.0896,47,122,169,0
6956,4,0,10,10,0,6,0,1,0.44,0.4394,0.62,0.1045,87,149,236,1
6957,4,0,10,11,0,6,0,1,0.44,0.4394,0.62,0.1045,110,172,282,1
6958,4,0,10,12,0,6,0,0,0.46,0.4545,0.55,0.0896,132,211,343,1
6959,4,0,10,13,0,6,0,0,0.5,0.4848,0.45,0,136,186,322,1
6960,4,0,10,14,0,6,0,1,0.48,0.4697,0.48,0.2239,133,177,310,1
6961,4,0,10,15,0,6,0,0,0.48,0.4697,0.51,0.2239,159,223,382,1
6962,4,0,10,16,0,6,0,0,0.5,0.4848,0.45,0.194,169,190,359,1
6963,4,0,10,17,0,6,0,0,0.46,0.4545,0.55,0.1343,143,217,360,1
6964,4,0,10,18,0,6,0,0,0.44,0.4394,0.54,0.0896,111,224,335,1
6965,4,0,10,19,0,6,0,0,0.44,0.4394,0.67,0,47,173,220,1
6966,4,0,10,20,0,6,0,0,0.42,0.4242,0.67,0,48,111,159,0
6967,4,0,10,21,0,6,0,0,0.4,0.4091,0.76,0,37,120,157,0
6968,4,0,10,22,0,6,0,0,0.4,0.4091,0.76,0,30,114,144,0
6969,4,0,10,23,0,6,0,0,0.38,0.3939,0.82,0,27,81,108,0
6970,4,0,10,0,0,0,0,0,0.36,0.3788,0.87,0,24,64,88,0
6971,4,0,10,1,0,0,0,0,0.36,0.3788,0.87,0,11,60,71,0
6972,4,0,10,2,0,0,0,0,0.34,0.3485,0.87,0.0896,10,40,50,0
6973,4,0,10,3,0,0,0,0,0.34,0.3636,0.87,0,15,31,46,0
6974,4,0,10,4,0,0,0,0,0.34,0.3636,0.87,0,5,1,6,0
6975,4,0,10,5,0,0,0,0,0.32,0.3485,0.87,0,1,2,3,0
6976,4,0,10,6,0,0,0,0,0.32,0.3333,0.87,0.1045,0,12,12,0
6977,4,0,10,7,0,0,0,0,0.34,0.3485,0.87,0.0896,3,18,21,0
6978,4,0,10,8,0,0,0,0,0.36,0.3485,0.87,0.1343,32,56,88,0
6979,4,0,10,9,0,0,0,0,0.4,0.4091,0.76,0,48,95,143,0
6980,4,0,10,10,0,0,0,0,0.42,0.4242,0.71,0.0896,104,185,289,1
6981,4,0,10,11,0,0,0,0,0.46,0.4545,0.72,0.1642,131,202,333,1
6982,4,0,10,12,0,0,0,0,0.5,0.4848,0.59,0.2537,164,249,413,1
6983,4,0,10,13,0,0,0,0,0.52,0.5,0.55,0.194,160,255,415,1
6984,4,0,10,14,0,0,0,0,0.52,0.5,0.55,0.2239,192,216,408,1
6985,4,0,10,15,0,0,0,0,0.52,0.5,0.52,0.1642,171,216,387,1
6986,4,0,10,16,0,0,0,0,0.52,0.5,0.55,0.194,188,217,405,1
6987,4,0,10,17,0,0,0,0,0.5,0.4848,0.63,0.1343,120,220,340,1
6988,4,0,10,18,0,0,0,0,0.5,0.4848,0.63,0.1045,88,196,284,1
6989,4,0,10,19,0,0,0,0,0.46,0.4545,0.77,0,53,140,193,1
6990,4,0,10,20,0,0,0,0,0.44,0.4394,0.72,0.0896,32,112,144,0
6991,4,0,10,21,0,0,0,0,0.44,0.4394,0.72,0.0896,24,75,99,0
6992,4,0,10,22,0,0,0,0,0.42,0.4242,0.77,0.1045,25,69,94,0
6993,4,0,10,23,0,0,0,0,0.42,0.4242,0.77,0.1642,18,31,49,0
6994,4,0,10,0,0,1,1,0,0.42,0.4242,0.77,0,6,26,32,0
6995,4,0,10,1,0,1,1,0,0.4,0.4091,0.82,0.1343,7,8,15,0
6996,4,0,10,2,0,1,1,0,0.4,0.4091,0.87,0.1045,1,6,7,0
6997,4,0,10,3,0,1,1,0,0.4,0.4091,0.82,0.0896,1,3,4,0
6998,4,0,10,4,0,1,1,0,0.4,0.4091,0.82,0,1,5,6,0
6999,4,0,10,5,0,1,1,0,0.38,0.3939,0.87,0,2,19,21,0
7000,4,0,10,6,0,1,1,0,0.4,0.4091,0.87,0.1045,3,83,86,0
7001,4,0,10,7,0,1,1,1,0.38,0.3939,0.94,0.1045,11,274,285,1
7002,4,0,10,8,0,1,1,1,0.42,0.4242,0.88,0.1642,20,378,398,1
7003,4,0,10,9,0,1,1,1,0.44,0.4394,0.82,0.1642,29,166,195,1
7004,4,0,10,10,0,1,1,1,0.46,0.4545,0.82,0.2537,47,82,129,0
7005,4,0,10,11,0,1,1,1,0.5,0.4848,0.72,0.1642,59,109,168,0
7006,4,0,10,12,0,1,1,1,0.52,0.5,0.68,0.1045,64,156,220,1
7007,4,0,10,13,0,1,1,1,0.54,0.5152,0.64,0.2239,60,138,198,1
7008,4,0,10,14,0,1,1,1,0.54,0.5152,0.64,0.194,63,143,206,1
7009,4,0,10,15,0,1,1,0,0.56,0.5303,0.6,0.1642,52,125,177,0
7010,4,0,10,16,0,1,1,0,0.54,0.5152,0.64,0.194,68,242,310,1
7011,4,0,10,17,0,1,1,0,0.52,0.5,0.68,0.1343,87,527,614,1
7012,4,0,10,18,0,1,1,0,0.54,0.5152,0.6,0.0896,58,428,486,1
7013,4,0,10,19,0,1,1,1,0.48,0.4697,0.82,0,25,212,237,1
7014,4,0,10,20,0,1,1,0,0.48,0.4697,0.82,0.1045,11,118,129,0
7015,4,0,10,21,0,1,1,0,0.46,0.4545,0.87,0.1045,12,114,126,0
7016,4,0,10,22,0,1,1,0,0.48,0.4697,0.75,0.1642,3,76,79,0
7017,4,0,10,23,0,1,1,0,0.46,0.4545,0.77,0.0896,9,50,59,0
7018,4,0,10,0,0,2,1,0,0.44,0.4394,0.77,0.1343,4,26,30,0
7019,4,0,10,1,0,2,1,0,0.44,0.4394,0.77,0.1343,5,6,11,0
7020,4,0,10,2,0,2,1,0,0.42,0.4242,0.82,0.1343,2,3,5,0
7021,4,0,10,3,0,2,1,0,0.4,0.4091,0.87,0,1,3,4,0
7022,4,0,10,4,0,2,1,0,0.38,0.3939,0.87,0.1343,0,5,5,0
7023,4,0,10,5,0,2,1,0,0.38,0.3939,0.87,0.1343,0,24,24,0
7024,4,0,10,6,0,2,1,0,0.38,0.3939,0.82,0.1045,3,95,98,0
7025,4,0,10,7,0,2,1,0,0.4,0.4091,0.76,0.194,15,299,314,1
7026,4,0,10,8,0,2,1,0,0.44,0.4394,0.72,0,25,383,408,1
7027,4,0,10,9,0,2,1,0,0.48,0.4697,0.55,0.2239,29,194,223,1
7028,4,0,10,10,0,2,1,0,0.5,0.4848,0.51,0.2537,26,102,128,0
7029,4,0,10,11,0,2,1,0,0.52,0.5,0.48,0.2836,46,120,166,0
7030,4,0,10,12,0,2,1,0,0.54,0.5152,0.39,0.3582,35,165,200,1
7031,4,0,10,13,0,2,1,0,0.56,0.5303,0.37,0.3881,37,161,198,1
7032,4,0,10,14,0,2,1,0,0.56,0.5303,0.4,0.2537,66,134,200,1
7033,4,0,10,15,0,2,1,0,0.56,0.5303,0.37,0.1045,63,171,234,1
7034,4,0,10,16,0,2,1,0,0.56,0.5303,0.37,0.194,52,233,285,1
7035,4,0,10,17,0,2,1,0,0.56,0.5303,0.37,0.1045,68,517,585,1
7036,4,0,10,18,0,2,1,0,0.52,0.5,0.42,0.1045,65,453,518,1
7037,4,0,10,19,0,2,1,0,0.48,0.4697,0.67,0.194,44,294,338,1
7038,4,0,10,20,0,2,1,0,0.46,0.4545,0.67,0.1045,40,208,248,1
7039,4,0,10,21,0,2,1,0,0.44,0.4394,0.72,0.1343,32,169,201,1
7040,4,0,10,22,0,2,1,0,0.46,0.4545,0.67,0.194,22,148,170,0
7041,4,0,10,23,0,2,1,0,0.44,0.4394,0.72,0.1343,15,79,94,0
7042,4,0,10,0,0,3,1,0,0.44,0.4394,0.72,0.194,4,28,32,0
7043,4,0,10,1,0,3,1,0,0.44,0.4394,0.67,0.2537,3,9,12,0
7044,4,0,10,2,0,3,1,0,0.44,0.4394,0.67,0.1642,2,1,3,0
7045,4,0,10,3,0,3,1,0,0.44,0.4394,0.67,0.2239,0,3,3,0
7046,4,0,10,4,0,3,1,0,0.42,0.4242,0.71,0.2537,0,5,5,0
7047,4,0,10,5,0,3,1,0,0.42,0.4242,0.71,0.2239,0,21,21,0
7048,4,0,10,6,0,3,1,0,0.42,0.4242,0.71,0.2239,0,92,92,0
7049,4,0,10,7,0,3,1,0,0.42,0.4242,0.71,0.1642,15,284,299,1
7050,4,0,10,8,0,3,1,1,0.44,0.4394,0.67,0.194,26,438,464,1
7051,4,0,10,9,0,3,1,1,0.48,0.4697,0.63,0.2239,14,226,240,1
7052,4,0,10,10,0,3,1,1,0.52,0.5,0.62,0.2537,26,105,131,0
7053,4,0,10,11,0,3,1,0,0.52,0.5,0.59,0.3284,23,132,155,0
7054,4,0,10,12,0,3,1,1,0.58,0.5455,0.53,0.2239,39,155,194,1
7055,4,0,10,13,0,3,1,1,0.56,0.5303,0.6,0.1045,20,62,82,0
7056,4,0,10,14,0,3,1,1,0.52,0.5,0.77,0,14,52,66,0
7057,4,0,10,15,0,3,1,1,0.52,0.5,0.77,0,11,59,70,0
7058,4,0,10,16,0,3,1,1,0.52,0.5,0.77,0.0896,17,196,213,1
7059,4,0,10,17,0,3,1,1,0.52,0.5,0.77,0.1045,40,414,454,1
7060,4,0,10,18,0,3,1,0,0.52,0.5,0.77,0.1642,55,398,453,1
